TEST,./imgs/test/0000c64e1253d68f.jpg,car,0.016515,0.299368,,,0.268228,0.462906,,
TEST,./imgs/test/0000c64e1253d68f.jpg,car,0.481498,0.232029,,,0.904376,0.489017,,
TEST,./imgs/test/0000c64e1253d68f.jpg,car,0.751517,0.332350,,,1.000000,0.658053,,
TEST,./imgs/test/001547e7ef44a7d8.jpg,car,0.000000,0.262482,,,0.051603,0.304314,,
TEST,./imgs/test/001547e7ef44a7d8.jpg,car,0.000000,0.299666,,,0.259056,0.665006,,
TEST,./imgs/test/001547e7ef44a7d8.jpg,car,0.222011,0.277355,,,0.738791,0.781208,,
TEST,./imgs/test/001547e7ef44a7d8.jpg,car,0.480092,0.254115,,,0.607281,0.288511,,
TEST,./imgs/test/001547e7ef44a7d8.jpg,car,0.846839,0.260622,,,0.952418,0.313610,,
TEST,./imgs/test/001547e7ef44a7d8.jpg,car,0.872153,0.270848,,,1.000000,0.792363,,
TEST,./imgs/test/0017da7a364de4a5.jpg,car,0.000000,0.001066,,,1.000000,0.954970,,
TEST,./imgs/test/0017da7a364de4a5.jpg,car,0.980400,0.777091,,,1.000000,1.000000,,
TEST,./imgs/test/00186cd93b82866e.jpg,car,0.179832,0.329629,,,0.934304,0.929107,,
TEST,./imgs/test/001cfa87e56b76a1.jpg,lp,0.270427,0.492918,,,0.352491,0.576391,,
TEST,./imgs/test/001cfa87e56b76a1.jpg,car,0.032357,0.386216,,,0.203480,0.554750,,
TEST,./imgs/test/001cfa87e56b76a1.jpg,car,0.147536,0.201296,,,0.881390,0.903524,,
TEST,./imgs/test/001cfa87e56b76a1.jpg,car,0.779375,0.365149,,,0.986696,0.554750,,
TEST,./imgs/test/001cfa87e56b76a1.jpg,car,0.881390,0.344082,,,0.999860,0.491550,,
TEST,./imgs/test/001dc1a88f4bac12.jpg,car,0.166338,0.050713,,,0.949352,0.843228,,
TEST,./imgs/test/001dc1a88f4bac12.jpg,car,0.637157,0.040646,,,1.000000,0.607562,,
TEST,./imgs/test/001eb42ffe74be81.jpg,car,0.000000,0.207355,,,0.507910,0.889200,,
TEST,./imgs/test/001eb42ffe74be81.jpg,car,0.035413,0.117532,,,0.841617,0.646948,,
TEST,./imgs/test/001eb42ffe74be81.jpg,car,0.370141,0.071259,,,0.980407,0.387003,,
TEST,./imgs/test/001eb42ffe74be81.jpg,car,0.601797,0.498602,,,1.000000,1.000000,,
TEST,./imgs/test/001efdd4bdffbfc7.jpg,car,0.000000,0.253653,,,0.951065,0.811377,,
TEST,./imgs/test/001f95237e94b3db.jpg,car,0.000000,0.225000,,,0.988636,0.799242,,
TEST,./imgs/test/00220bebad614827.jpg,car,0.000000,0.175572,,,1.000000,1.000000,,
TEST,./imgs/test/00220bebad614827.jpg,car,0.530138,0.221255,,,1.000000,0.311854,,
TEST,./imgs/test/0022601d70752de3.jpg,car,0.000000,0.338326,,,0.020370,0.454447,,
TEST,./imgs/test/0022601d70752de3.jpg,car,0.020370,0.336453,,,1.000000,0.872108,,
TEST,./imgs/test/0022601d70752de3.jpg,car,0.039949,0.310233,,,0.183999,0.437591,,
TEST,./imgs/test/0022601d70752de3.jpg,car,0.175607,0.297122,,,0.267911,0.375785,,
TEST,./imgs/test/0022601d70752de3.jpg,car,0.256723,0.285885,,,0.364410,0.377658,,
TEST,./imgs/test/0022601d70752de3.jpg,car,0.651111,0.336453,,,0.800754,0.390768,,
TEST,./imgs/test/0022601d70752de3.jpg,car,0.788167,0.338326,,,1.000000,0.490033,,
TEST,./imgs/test/00233e61f68461f5.jpg,car,0.244728,0.353296,,,0.935630,0.837749,,
TEST,./imgs/test/00284b14d2aebb4d.jpg,car,0.096743,0.235920,,,0.965113,0.868760,,
TEST,./imgs/test/002934e5712ba154.jpg,car,0.000000,0.077853,,,0.999203,0.890993,,
TEST,./imgs/test/002afe9e08cc03b1.jpg,car,0.026456,0.237230,,,0.948907,0.810548,,
TEST,./imgs/test/002f5082ace5d2b0.jpg,car,0.082177,0.195067,,,0.911102,0.893943,,
TEST,./imgs/test/002f5082ace5d2b0.jpg,car,0.783233,0.247968,,,1.000000,0.562674,,
TEST,./imgs/test/003625d619697583.jpg,car,0.000294,0.159782,,,0.970006,0.872338,,
TEST,./imgs/test/005060d96c235319.jpg,car,0.132052,0.565632,,,0.601682,0.849294,,
TEST,./imgs/test/0050642479c69116.jpg,car,0.000000,0.013186,,,0.897783,0.858289,,
TEST,./imgs/test/0050642479c69116.jpg,car,0.051245,0.093778,,,1.000000,0.597482,,
TEST,./imgs/test/0050642479c69116.jpg,car,0.708182,0.132955,,,1.000000,0.294140,,
TEST,./imgs/test/0055c8f0164b3b2d.jpg,car,0.000000,0.442633,,,0.041063,0.539575,,
TEST,./imgs/test/0055c8f0164b3b2d.jpg,car,0.019125,0.441268,,,0.113856,0.524556,,
TEST,./imgs/test/0055c8f0164b3b2d.jpg,car,0.020434,0.237109,,,0.981471,0.882923,,
TEST,./imgs/test/005db64b7bfc26bb.jpg,car,0.118341,0.225105,,,0.958786,0.818579,,
TEST,./imgs/test/005dbb6142f6693b.jpg,car,0.011941,0.271321,,,0.085418,0.441442,,
TEST,./imgs/test/005dbb6142f6693b.jpg,car,0.056843,0.219604,,,0.922238,0.871507,,
TEST,./imgs/test/005dbb6142f6693b.jpg,car,0.391571,0.264516,,,0.521176,0.323038,,
TEST,./imgs/test/005ed150c8f09ea3.jpg,car,0.125181,0.149817,,,0.841293,0.866375,,
TEST,./imgs/test/0061d4f01e42f908.jpg,car,0.000000,0.325862,,,0.779072,0.884057,,
TEST,./imgs/test/0061d4f01e42f908.jpg,car,0.162732,0.366564,,,0.261579,0.446514,,
TEST,./imgs/test/0061d4f01e42f908.jpg,car,0.700576,0.336038,,,0.828495,0.567165,,
TEST,./imgs/test/0061d4f01e42f908.jpg,car,0.872104,0.328769,,,1.000000,0.369471,,
TEST,./imgs/test/006385dd7df1652c.jpg,car,0.082730,0.149045,,,0.884457,0.853112,,
TEST,./imgs/test/006385dd7df1652c.jpg,car,0.902548,0.365725,,,0.999939,0.501917,,
TEST,./imgs/test/006526e6627b8b84.jpg,car,0.068386,0.143706,,,1.000000,0.897006,,
TEST,./imgs/test/0068e3cd743ca5e9.jpg,car,0.304153,0.412601,,,0.628230,0.713561,,
TEST,./imgs/test/006f315121023f91.jpg,car,0.573602,0.479577,,,0.727539,0.558676,,
TEST,./imgs/test/00733b95ebfa566a.jpg,car,0.000000,0.191654,,,1.000000,0.915739,,
TEST,./imgs/test/007a517cacd7f053.jpg,lp,0.735676,0.905242,,,0.804638,0.977669,,
